"LOCATION";"INDICATOR";"SUBJECT";"MEASURE";"FREQUENCY";"TIME";"Value";"Flag Codes"
"CAN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"CAN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";109.947920163433;
"CAN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";123.258970104448;
"CAN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";128.243000868743;
"CZE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";100.800000001036;
"CZE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";96.9250000000001;
"CZE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";95.225;
"CZE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";95.25;
"CZE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";93.85;
"CZE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";93.875;
"CZE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";96.175;
"CZE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"CZE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";107.15;
"CZE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";119.7;
"CZE";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";130.000000000409;
"DNK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";56.7421532364597;
"DNK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";60.0579293262879;
"DNK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";62.2268956406869;
"DNK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";64.1964167767502;
"DNK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";69.9304656538969;
"DNK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";82.9249999999999;
"DNK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";102.8925;
"DNK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";105.645;
"DNK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";100.1875;
"DNK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";88.1874999999999;
"DNK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";90.6574999999999;
"DNK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";89.1224999999999;
"DNK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";86.7124999999999;
"DNK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";90.0899999999999;
"DNK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";93.4874999999999;
"DNK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"DNK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";105.215;
"DNK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";109.9975;
"DNK";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";114.940000001337;
"FIN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";58.7840917788858;
"FIN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";57.9469645878723;
"FIN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";61.427750786172;
"FIN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";65.3223763858983;
"FIN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";70.6531569860088;
"FIN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";76.2519062976573;
"FIN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";81.557038925973;
"FIN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";86.3671591789793;
"FIN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";87.0621765544137;
"FIN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";88.3147078676966;
"FIN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";93.8848471211779;
"FIN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";96.867421685542;
"FIN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";99.2074801870045;
"FIN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";100.355008875222;
"FIN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";99.9974999374983;
"FIN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"FIN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";100.442511062776;
"FIN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";102.012550313757;
"FIN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";102.890072251157;
"FRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";49.1;
"FRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";52.975;
"FRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";57.55;
"FRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";64.4;
"FRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";74.075;
"FRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";85.525;
"FRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";95.825;
"FRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";102.075;
"FRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";103.025;
"FRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";95.7;
"FRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";100.575;
"FRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";106.55;
"FRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";105.975;
"FRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";103.8;
"FRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";101.925;
"FRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"FRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";100.925;
"FRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";103.975;
"FRA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";107.2;
"DEU";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";84.3710927731934;
"DEU";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";84.4211052763192;
"DEU";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";83.320830207552;
"DEU";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";83.6459114778695;
"DEU";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";82.3205801450364;
"DEU";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";83.3458364591149;
"DEU";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";83.0207551887973;
"DEU";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";81.2453113278321;
"DEU";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";82.3455863965993;
"DEU";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";83.0207551887973;
"DEU";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";83.8709677419355;
"DEU";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";86.7966991747938;
"DEU";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";89.7724431107778;
"DEU";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";92.5981495373845;
"DEU";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";95.4988747186798;
"DEU";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"DEU";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";105.976494123531;
"DEU";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";110.802700675169;
"DEU";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";116.354088517711;
"GRC";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";88.851879486951;
"GRC";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";101.647960562212;
"GRC";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";115.732449354747;
"GRC";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";121.972543503655;
"GRC";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";124.796164653161;
"GRC";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";138.391754600782;
"GRC";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";156.359745697637;
"GRC";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";166.037798345944;
"GRC";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";168.464175920519;
"GRC";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";161.222116721786;
"GRC";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";154.170358148021;
"GRC";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";145.662666749509;
"GRC";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";128.533147127507;
"GRC";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";114.501116529962;
"GRC";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";105.365878731561;
"GRC";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"GRC";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";97.5884823129222;
"GRC";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";96.5633143381015;
"GRC";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";98.1329065124147;
"HUN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";98.9099999976162;
"HUN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";101.2575;
"HUN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";95.9524999999999;
"HUN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";93.66;
"HUN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";90.4474999999999;
"HUN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";87.0974999999999;
"HUN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";84.87;
"HUN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";88.4274999999999;
"HUN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"HUN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";113.3775;
"HUN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";120.13;
"HUN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";131.742499998647;
"ISL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";60.6000000005487;
"ISL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";70.7924999999999;
"ISL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";77.4424999999999;
"ISL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";82.2574999999999;
"ISL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";74.2774999999999;
"ISL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";72.0224999999999;
"ISL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";75.3574999999999;
"ISL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";80.5649999999999;
"ISL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";85.2074999999999;
"ISL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";92.3849999999999;
"ISL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"ISL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";109.77;
"ISL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";131.2;
"ISL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";142.010000001738;
"IRL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";79.5350295435363;
"IRL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";89.3885494028043;
"IRL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";95.6258908504964;
"IRL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";109.224915392944;
"IRL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";121.41775988517;
"IRL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";131.881702957426;
"IRL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";151.498712532186;
"IRL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";162.80092997675;
"IRL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";151.501212469688;
"IRL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";122.484437889053;
"IRL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";105.954851128722;
"IRL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";87.8603034924125;
"IRL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";76.0355991100221;
"IRL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";76.9830754231143;
"IRL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";89.7177570560734;
"IRL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"IRL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";107.459813504662;
"IRL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";119.174520636984;
"IRL";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";131.349216258252;
"ITA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";70.0132294702984;
"ITA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";75.7549080309577;
"ITA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";83.0117639963814;
"ITA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";91.5445974469793;
"ITA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";100.636689114483;
"ITA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";108.225783495828;
"ITA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";115.191197105237;
"ITA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";121.130252286662;
"ITA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";123.17709920595;
"ITA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";118.646535330184;
"ITA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";118.1;
"ITA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";119.7;
"ITA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";116.65;
"ITA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";109.1;
"ITA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";103.95;
"ITA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"ITA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";100.25;
"ITA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";99.1749999999998;
"ITA";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";98.6000000011225;
"JPN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";136.115295666442;
"JPN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";130.117398713291;
"JPN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";123.175101285608;
"JPN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";115.554314123065;
"JPN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";108.507083309324;
"JPN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";103.221063986596;
"JPN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";100.145800320159;
"JPN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";99.1465483029144;
"JPN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";99.8075995620009;
"JPN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";94.0158031148504;
"JPN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";95.3711505773843;
"JPN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";95.4442836948861;
"JPN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";94.5976883598649;
"JPN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";96.1485874199037;
"JPN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";97.6446366399411;
"JPN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"JPN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";102.219431152556;
"JPN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";104.828375652621;
"JPN";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";106.906310131615;
"KOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";52.3309217792452;
"KOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";54.3956667234538;
"KOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";63.4447019754802;
"KOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";69.1775783854199;
"KOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";69.6491998314821;
"KOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";70.3787249422484;
"KOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";75.0777787493077;
"KOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";82.5789869265269;
"KOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";88.433299564007;
"KOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";89.2182087121434;
"KOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";91.1793951781588;
"KOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";95.6413167905209;
"KOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";96.8186375295949;
"KOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";95.7694687275614;
"KOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";97.2713559218836;
"KOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"KOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";101.621466235876;
"KOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";102.85347689175;
"KOR";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";104.275385042272;
"LUX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";74.4199999979755;
"LUX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";76.9075;
"LUX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";76.02;
"LUX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";80.1399999999999;
"LUX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";83.0874999999999;
"LUX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";86.5775;
"LUX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";90.8925;
"LUX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";94.8775;
"LUX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"LUX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";106.005;
"LUX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";111.9575;
"LUX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";119.885000000471;
"MEX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";60.2925267144064;
"MEX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";64.3126054719609;
"MEX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2007";69.2111298563486;
"MEX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2008";72.391708848451;
"MEX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2009";76.2971136704629;
"MEX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2010";79.2634904050921;
"MEX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2011";82.5933618846758;
"MEX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2012";86.5485308641814;
"MEX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2013";89.8654203887669;
"MEX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2014";93.8227530257722;
"MEX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2015";100;
"MEX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2016";107.549006861557;
"MEX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2017";114.111385160736;
"MEX";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2018";124.496949235254;
"NLD";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2000";80.0434221493272;
"NLD";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2001";88.9204451489596;
"NLD";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2002";94.6351801939703;
"NLD";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2003";98.0133320523419;
"NLD";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2004";102.264144989527;
"NLD";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2005";106.195;
"NLD";"HOUSECOST";"NOMINAL";"IDX2015";"A";"2006";110.7325;
